[0.0, -3.2908272038839361]
[0.1, -2.8791557344777927]
[0.2, -2.7469769048400696]
[0.30000000000000004, -3.0143615602141338]
[0.4, -2.6470860335870654]
[0.5, -2.5885641090146327]
[0.7, -2.5320601818413171]
[0.7999999999999999, -2.1042447332426999]
[0.8999999999999999, -2.0426958125717647]
[0.9999999999999999, -1.8893280102439474]
[1.0999999999999999, -1.9528949283139994]
[1.2, -1.6542313132547171]
[1.3, -1.4716025486406836]
[1.4000000000000001, -1.9276699608259016]
[1.5000000000000002, -1.6199253574708812]
[1.6000000000000003, -1.5392054615088542]
[1.7000000000000004, -1.7854011441929394]
[1.8000000000000005, -1.7087172430290307]
[1.9000000000000006, -1.29401877752427]
[2.0000000000000004, -1.6824832768414322]
[2.1000000000000005, -1.3999636409743947]
[2.2000000000000006, -1.7309152144186255]
[2.3000000000000007, -1.293009778824769]
[2.500000000000001, -1.270811807435289]
[2.700000000000001, -1.191100910172763]
[2.800000000000001, -1.3596036929934385]
[2.9000000000000012, -1.3051177632191246]
[3.0000000000000013, -1.0155351364554657]
[3.2000000000000015, -1.2889737840266504]
[3.3000000000000016, -0.81272639785095446]
[3.5000000000000018, -1.1820199218770249]
[3.600000000000002, -0.96306720408015389]
[3.700000000000002, -1.3242887385101019]
[3.900000000000002, -1.3172257476133657]
[4.000000000000002, -1.0821290506241352]
[4.100000000000001, -1.4726115473401846]
[4.200000000000001, -0.94692322488779435]
[4.300000000000001, -0.51103578669305449]
[4.5, -0.63110663193653682]
[4.699999999999999, -0.90050928470960301]
[4.899999999999999, -1.2304518594542182]
[4.999999999999998, -1.6179073600717646]
[5.099999999999998, -1.0720390636288961]
[5.1999999999999975, -0.75117747718001915]
[5.399999999999997, -1.2143078802618585]
[5.4999999999999964, -0.80162741215621447]
[5.599999999999996, -1.2990637710220043]
[5.699999999999996, -0.7562224706776387]
[5.899999999999995, -0.85510434323102724]
[5.999999999999995, -1.3515317033972014]
[6.099999999999994, -0.91261726910395868]
[6.199999999999994, -0.45554085821923973]
[6.399999999999993, -0.81978938874769058]
[6.499999999999993, -0.42123490243540407]
[6.5999999999999925, -0.73604249668704591]
[6.699999999999992, -0.52818876458502972]
[6.799999999999992, -0.78043843946623537]
[6.8999999999999915, -0.34253300387237889]
[6.999999999999991, -0.045887386212098494]
[7.099999999999991, -0.1639402340565789]
[7.19999999999999, 0.30827115732111332]
[7.29999999999999, -0.012590429127763748]
[7.39999999999999, 0.21443427826522954]
[7.499999999999989, 0.52318788031986563]
[7.699999999999989, 0.039877503247548129]
[7.799999999999988, 0.58070080619279707]
[7.899999999999988, 0.10546241871660195]
[7.999999999999988, 0.42127901166785947]
[8.099999999999987, -0.16696723015508178]
[8.199999999999987, 0.2073712873686081]
[8.399999999999986, 0.04290449934605102]
[8.499999999999986, 0.23764124835432524]
[8.699999999999985, 0.36780208059304664]
[8.799999999999985, 0.074183459031383833]
[8.899999999999984, 0.58372780229141463]
[8.999999999999984, 0.25075823144818188]
[9.099999999999984, 0.51107989592562464]
[9.299999999999983, 0.51410689202412752]
[9.399999999999983, 0.32845113131159137]
[9.499999999999982, 0.75424858251109217]
[9.599999999999982, 0.2073712873686081]
[9.699999999999982, 0.55547583870469941]
[9.799999999999981, 0.078219453829387692]
[9.89999999999998, 0.41926101426885753]
[10.09999999999998, -0.059004369305955137]
[10.599999999999978, 0.42935100126409659]
[10.699999999999978, 0.84707646286736027]
[10.799999999999978, 0.55043084520707986]
[10.899999999999977, 0.61298876457763085]
[11.099999999999977, 0.18618231467862903]
[11.699999999999974, 0.51107989592562464]
[11.999999999999973, 0.55043084520707986]
[12.099999999999973, 0.048958491543171508]
[12.499999999999972, 0.42935100126409659]
[12.599999999999971, 0.91064338093741215]
[12.69999999999997, 0.95201232761798404]
[12.89999999999997, 0.89853539654317116]
[12.99999999999997, 1.3324048373387944]
[13.199999999999969, 1.0892361507533268]
[13.299999999999969, 1.6795003899753846]
[13.499999999999968, 1.2234329777900521]
[13.599999999999968, 1.5675015343280247]
[13.799999999999967, 1.4948536279622349]
[13.899999999999967, 0.94696733412036449]
[14.099999999999966, 0.74617659291485505]
[14.399999999999965, 1.2607659296725053]
[14.599999999999964, 1.0902451494528278]
[14.799999999999963, 0.83496847847300459]
[14.999999999999963, 0.77644655390057227]
[15.099999999999962, 1.357629804826892]
[15.199999999999962, 1.6976623665667463]
[15.299999999999962, 1.1356500909314036]
[15.399999999999961, 1.5584205460324014]
[15.59999999999996, 1.4706376591736381]
[15.69999999999996, 0.96412031201222503]
[15.79999999999996, 1.3929447593102287]
[15.89999999999996, 0.86826543555733937]
[15.99999999999996, 1.1739920415133578]
[16.09999999999996, 1.7249053314539604]
[16.29999999999996, 1.1760100389124744]
[16.399999999999963, 1.669410402980031]
[16.499999999999964, 1.2325139660857902]
[16.699999999999967, 1.1850910272082125]
[16.79999999999997, 1.4655926656760188]
[16.89999999999997, 0.96512931071172592]
[16.99999999999997, 1.1114341221428068]
[17.099999999999973, 1.0942811442509464]
[19.0, 0.5453858517094603]
[19.1, 0.97521929770696503]
[19.300000000000004, 0.68361867354430417]
[19.400000000000006, 0.41522501947073898]
[19.500000000000007, 0.80368951878778649]
[19.60000000000001, 1.3081888685501977]
[19.900000000000013, 1.0619931858661127]
[20.100000000000016, 0.83698647587212116]
[20.200000000000017, 0.53832286081272418]
[20.30000000000002, 0.91367037703602971]
[20.40000000000002, 1.2264599738886697]
[20.600000000000023, 0.82084249667976172]
[20.700000000000024, 1.4171607280988254]
[20.800000000000026, 0.92275136533176783]
[20.900000000000027, 1.2809459036629836]
[21.10000000000003, 0.99539927169744313]
[21.20000000000003, 0.58271880359179895]
[21.500000000000036, 0.62005175547425229]
[21.600000000000037, 0.64628572166196552]
[21.70000000000004, 1.2052710011986907]
[21.80000000000004, 1.0993261377485659]
[21.90000000000004, 1.045849206673753]
[22.000000000000043, 0.66747469435194462]
[22.100000000000044, 1.0297052274813936]
[22.300000000000047, 0.88340041605019792]
[22.50000000000005, 0.60491677498139373]
[22.60000000000005, 1.0014532638946783]
[22.700000000000053, 1.107398127344803]
[22.800000000000054, 0.71086163843151839]
[22.900000000000055, 1.212333992095312]
[23.000000000000057, 0.65637570865720463]
[23.10000000000006, 0.92981435622838926]
[23.20000000000006, 0.41926101426885753]
[23.30000000000006, 0.84505846546824359]
[23.400000000000063, 0.99640827039705882]
[23.600000000000065, 0.85817544856210026]
[23.700000000000067, 1.2315049673862892]
[23.90000000000007, 1.0761191676594701]
[24.100000000000072, 0.7300326137224955]
[24.200000000000074, 1.1951810142034516]
[24.400000000000077, 0.97925529250508359]
[24.500000000000078, 1.2224239790905511]
[24.70000000000008, 0.64124072816423128]
[24.800000000000082, 1.1427130818281397]
[25.000000000000085, 0.64224972686384696]
[27.100000000000115, 0.83799547457162216]
[27.300000000000118, 0.39000005198264137]
[27.50000000000012, 0.39201804938164331]
[27.600000000000122, -0.15889524055884466]
[27.700000000000124, -0.0075454356301442238]
[27.800000000000125, 0.26690221064054143]
[27.900000000000126, 0.075192457730884801]
[28.000000000000128, 0.023733524055073885]
[28.10000000000013, 0.4434769830574542]
[28.20000000000013, -0.022680416123002797]
[28.400000000000134, 0.33551412220821286]
[28.500000000000135, 0.48080993493979279]
[28.700000000000138, 0.10142642391848339]
[28.90000000000014, -0.43233388813014406]
[29.000000000000142, -0.14476925876560176]
[29.300000000000146, 0.22250626786146668]
[29.50000000000015, 0.258830221044419]
[29.60000000000015, -0.29208306889618363]
[29.700000000000152, 0.16902933678665383]
[29.900000000000155, -0.12257128737600703]
[30.100000000000158, -0.48177482440683833]
[30.30000000000016, -0.49690980489969688]
[30.400000000000162, -0.0035094408320256623]
[30.500000000000163, -0.54332374507788828]
[30.600000000000165, -0.15284124836172416]
[30.700000000000166, 0.2073712873686081]
[30.90000000000017, -0.2153991677322751]
[31.00000000000017, 0.35468509749918997]
[31.300000000000175, 0.2739652015372776]
[31.400000000000176, -0.1064273081836475]
[31.500000000000178, 0.26185721714292193]
[31.70000000000018, -0.2264981534270151]
[31.800000000000182, -0.7259525096918068]
[32.100000000000186, -0.52919776328453072]
[32.20000000000019, -0.25273211961472841]
[32.30000000000019, 0.24773123534956429]
[32.60000000000019, 0.11555240571184099]
[32.800000000000196, -0.46563084521447878]
[33.0000000000002, -0.57762970086172405]
[33.1000000000002, -0.30721804938904218]
[33.3000000000002, -0.25777711311234791]
[33.400000000000205, -0.10743630688314845]
[33.500000000000206, -0.68660156041035159]
[33.70000000000021, -1.0528680883379191]
[33.90000000000021, -0.56047672296974882]
[34.00000000000021, -0.28098408320144364]
[34.100000000000215, 0.10748041611560387]
[34.30000000000022, -0.49085581270257644]
[34.50000000000022, -0.48278382310633933]
[34.70000000000022, -0.61496265274406259]
