[0.0, -1.0237931498255068]
[0.1, -0.82297615471301278]
[0.2, -1.1194072443606471]
[0.30000000000000004, -1.5103565649957515]
[0.4, -1.3624149860588481]
[0.5, -1.6552845191765264]
[0.6, -1.1106403359792063]
[0.7, -0.79092214594336196]
[0.7999999999999999, -0.81968856406997048]
[0.8999999999999999, -1.4117288457044825]
[0.9999999999999999, -0.90270022780678461]
[1.0999999999999999, -0.42435578924415335]
[1.2, -0.51010711185016688]
[1.3, -0.77941557869270617]
[2.1000000000000005, -1.2717322774882789]
[2.2000000000000006, -1.7884319402197317]
[2.3000000000000007, -1.9234971224713799]
[2.600000000000001, -1.9171959070722244]
[2.700000000000001, -2.1306153329830448]
[2.800000000000001, -2.6045763173549479]
[2.9000000000000012, -2.2508863573409945]
[3.0000000000000013, -1.9360995532697061]
[3.1000000000000014, -1.6300796575798739]
[3.2000000000000015, -1.2522806995169389]
[3.3000000000000016, -0.92927491883805236]
[3.4000000000000017, -1.2799512540958768]
[3.5000000000000018, -0.87639950266244626]
[3.600000000000002, -0.76516935257285101]
[3.700000000000002, -0.4123012902196701]
[3.800000000000002, -0.082720328254683423]
[3.900000000000002, 0.0033049602382437876]
[4.000000000000002, -0.011763163542352479]
[4.100000000000001, 0.058372103509206207]
[4.200000000000001, -0.018886276602280056]
[4.300000000000001, -0.073405488099399493]
[4.4, 0.021934640548827204]
[4.5, 0.053714683431564242]
[4.6, -0.19915583019576358]
[4.699999999999999, -0.3366867054296972]
[4.799999999999999, -0.19970376196960657]
[4.899999999999999, -0.42654751633950966]
[4.999999999999998, -0.27312661966420754]
[5.099999999999998, -0.18353977464130877]
[5.1999999999999975, -0.625446750243561]
[5.299999999999997, -0.89338538765150066]
[5.399999999999997, -0.57092753874644164]
[5.4999999999999964, -0.84982481163119417]
[5.599999999999996, -0.81749683697461406]
[5.699999999999996, -0.88407054749621683]
[5.799999999999995, -0.92023404456968205]
[5.899999999999995, -1.32433372777694]
[5.999999999999995, -1.4300845601281367]
[6.099999999999994, -1.6591200415934118]
[6.199999999999994, -1.8251433690670402]
[6.299999999999994, -2.1969150776177182]
[16.499999999999964, -1.8018562686788304]
[16.89999999999997, -1.3399497833313949]
[16.99999999999997, -1.1865288866560928]
[17.199999999999974, -0.72380050364791637]
[17.299999999999976, -0.82927737011218361]
[17.399999999999977, -0.87009828726329086]
[17.49999999999998, -1.3309089090630248]
[18.099999999999987, -0.79996302021171661]
[23.30000000000006, -0.35230276098415203]
[23.400000000000063, -0.76160779604289497]
[23.500000000000064, -0.52490126974386497]
[23.600000000000065, -0.77941557869270617]
[23.700000000000067, -0.56353045979960037]
[23.800000000000068, -0.1712113097299118]
[23.90000000000007, -0.57394116350257018]
[24.00000000000007, -0.42243802803571068]
[24.100000000000072, -0.29613975416550364]
[24.200000000000074, -0.12655487016191927]
[24.300000000000075, -0.15121179998472875]
[24.800000000000082, 0.41754138126155799]
[25.500000000000092, 0.69780848358091019]
[25.600000000000094, 1.149852196999203]
[25.700000000000095, 1.4208044591632714]
[25.800000000000097, 1.4005309835311746]
[25.900000000000098, 1.1876594893941974]
[26.300000000000104, 1.4813509201726325]
[26.400000000000105, 1.4994326687093573]
[26.70000000000011, 1.7065508792210222]
[26.900000000000112, 1.6323061238656489]
[27.000000000000114, 1.8881902622491054]
[27.100000000000115, 1.7229888324362337]
[27.300000000000118, 1.358066271058554]
[27.40000000000012, 1.9049021813512306]
[27.50000000000012, 1.4646390010704917]
[27.700000000000124, 1.2221791911461337]
[27.800000000000125, 1.7824394298979087]
[28.20000000000013, 1.262452176523398]
[28.300000000000132, 1.0745115780961594]
[28.400000000000134, 0.74328682080965947]
[28.500000000000135, 1.1257431989502367]
[28.600000000000136, 1.3410803860694995]
[28.700000000000138, 1.1493042652253758]
[28.80000000000014, 1.2797120273993816]
[28.90000000000014, 0.91698119311705828]
[29.200000000000145, 0.74273888903581642]
[29.300000000000146, 0.91013204594404451]
[29.400000000000148, 0.75369752451262928]
[29.50000000000015, 0.5158951346659133]
[29.60000000000015, 0.4605540255080372]
[29.700000000000152, 0.83533935881484378]
[29.800000000000153, 0.85890042508998288]
[29.900000000000155, 0.44986935591815358]
[30.000000000000156, 0.12823340467385119]
[30.100000000000158, 0.14741101675826201]
[30.20000000000016, 0.2301487146081625]
[30.30000000000016, 0.22220370388747823]
[30.400000000000162, 0.63041287539855084]
[30.500000000000163, 0.63123477305930753]
[30.600000000000165, 0.76493012587635589]
[30.700000000000166, 0.95670624672047966]
[30.800000000000168, 1.0608132837501474]
[30.90000000000017, 0.94602157713059609]
[31.00000000000017, 0.88054373015666376]
[31.100000000000172, 0.9304055215761412]
[31.200000000000173, 0.8780780371743937]
[31.300000000000175, 0.90657048941408847]
[31.400000000000176, 0.92848776036769864]
[31.500000000000178, 1.0388960127965372]
[31.60000000000018, 0.89396805861576223]
[31.70000000000018, 0.92136464730777101]
[31.800000000000182, 0.78547756739536634]
[31.900000000000183, 0.41452775650544499]
[32.000000000000185, 0.49507372725997356]
[32.100000000000186, 0.6265773529816655]
[32.20000000000019, 0.39836376917714716]
[32.30000000000019, 0.1241239163700522]
[32.40000000000019, 0.17508157133720006]
[32.50000000000019, 0.21453265905370766]
[32.60000000000019, 0.18850589979629853]
[32.700000000000195, 0.17152001480724408]
[32.800000000000196, 0.23891562298960342]
[32.9000000000002, 0.21535455671446435]
[33.0000000000002, 0.029057753608754781]
[33.1000000000002, -0.2580584958835957]
[33.2000000000002, -0.18627943351050807]
[33.3000000000002, -0.19121081947507931]
[33.400000000000205, -0.17806045690291011]
[33.500000000000206, -0.26162005241356728]
[33.60000000000021, -0.46983412647290257]
[33.70000000000021, -0.20901860212489048]
[33.80000000000021, 0.27727084715842509]
[33.90000000000021, 0.21836818147059295]
[34.00000000000021, -0.3101120143984295]
[34.100000000000215, -0.32709789938748401]
[34.200000000000216, 0.26247668926474249]
[34.30000000000022, 0.46822507034179217]
[34.40000000000022, 0.072892295515975064]
[34.50000000000022, -0.0010784939524688972]
