[0.0, -1.0858519611528759]
[0.1, -1.3676975846278969]
[0.2, -1.273571782071149]
[0.30000000000000004, -1.3389812380851778]
[0.4, -1.1315854019431615]
[0.5, -0.98162225888670496]
[0.6, -1.4001364205372393]
[1.0999999999999999, -0.8151738057779051]
[1.2, -0.56895772338368655]
[1.3, -0.34294944040849468]
[1.4000000000000001, -0.37379292373216738]
[1.5000000000000002, -0.34188587201804826]
[1.6000000000000003, -0.42165350130340651]
[1.7000000000000004, -0.65670211559763503]
[1.8000000000000005, -0.87792434081569692]
[1.9000000000000006, -0.34560836138467127]
[2.0000000000000004, -0.55194062913618047]
[2.2000000000000006, -0.47164121565553857]
[2.3000000000000007, -0.30253384157056212]
[2.400000000000001, -0.50780254093156441]
[2.500000000000001, -1.0480952832911803]
[2.600000000000001, -0.6545749788166817]
[2.700000000000001, -0.67690991501660136]
[2.800000000000001, -0.16958779276161151]
[2.9000000000000012, -0.49982577800303463]
[3.0000000000000013, -1.0098068212342011]
[3.2000000000000015, -0.52801034035053074]
[3.3000000000000016, -0.61150045900257244]
[3.4000000000000017, -0.65032070525477492]
[3.5000000000000018, -0.72477049258778004]
[3.600000000000002, -0.60033299090264292]
[3.700000000000002, -0.88430575115855703]
[3.900000000000002, -0.69392700926410733]
[4.000000000000002, -0.48440403634119833]
[4.100000000000001, -0.63968502135006855]
[4.200000000000001, -1.140093949066975]
[4.300000000000001, -1.0496906358768499]
[4.4, -0.75295505493527615]
[4.5, -0.44079773233186592]
[4.699999999999999, -0.96088267527251547]
[4.799999999999999, -0.96088267527251547]
[4.899999999999999, -0.90185462960134666]
[4.999999999999998, -0.66627423111183448]
[5.099999999999998, -1.0986147818385354]
[5.1999999999999975, -0.88430575115855703]
[5.299999999999997, -1.0055525476722944]
[5.399999999999997, -0.65989282076903488]
[5.4999999999999964, -0.46632337370318538]
[5.699999999999996, -0.58650660182647618]
[5.799999999999995, -1.0757480614434531]
[6.099999999999994, -0.85080334685870773]
[6.199999999999994, -0.40729532803201662]
[6.299999999999994, -0.23180654360418007]
[6.399999999999993, -0.53332818230288392]
[6.499999999999993, -0.53385996649816758]
[6.5999999999999925, -0.5721484285551468]
[6.699999999999992, -0.79656135894460856]
[6.799999999999992, -0.94492914941539541]
[6.8999999999999915, -0.87101114627761356]
[6.999999999999991, -1.399072852146793]
[7.19999999999999, -1.3017563444186449]
[7.29999999999999, -1.1773188427334473]
[7.499999999999989, -0.72955655034490996]
[7.599999999999989, -0.86356616754436744]
[7.699999999999989, -0.99704400054854136]
[7.799999999999988, -1.3458944326232005]
[8.099999999999987, -0.78911638021130193]
[8.199999999999987, -0.92418956580120593]
[8.299999999999986, -0.59820585412168947]
[8.399999999999986, -1.147007143604998]
